;movie_code;duration;facenumber_in_poster;country;budget;gross;num_voted_users;num_user_for_reviews;num_critic_for_reviews;movie_facebook_likes;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;cast_total_facebook_likes;imdb_score;imdb_score_class
222;223;127.0;0.0;USA;120000000.0;124976634.0;440084;755.0;552.0;122000;0.0;774.0;358.0;341.0;2121;8.0;Good
75;76;176.0;0.0;USA;175000000.0;88246220.0;144337;309.0;91.0;0;58.0;711.0;60.0;60.0;1004;6.1;Good
33;34;104.0;0.0;Canada;210000000.0;234360014.0;383427;1912.0;334.0;0;420.0;20000.0;808.0;560.0;21714;6.8;Good
4322;4323;81.0;0.0;UK;2000000.0;;7;;;0;0.0;674.0;27.0;8.0;712;7.4;Good
2967;2968;122.0;0.0;USA;12000000.0;;16764;48.0;34.0;1000;30.0;1000.0;230.0;85.0;1456;6.6;Good
2373;2374;118.0;1.0;China;;;1904;12.0;23.0;332;0.0;483.0;91.0;30.0;635;6.2;Good
392;393;140.0;0.0;USA;87000000.0;120147445.0;57661;455.0;175.0;0;378.0;12000.0;947.0;599.0;13808;7.3;Good
2560;2561;270.0;1.0;Sweden;25000000.0;;18041;54.0;34.0;0;5.0;908.0;690.0;292.0;2762;6.6;Good
3366;3367;108.0;2.0;USA;8000000.0;34746109.0;3122;14.0;11.0;559;0.0;585.0;434.0;388.0;3023;5.6;Fair
348;349;115.0;0.0;USA;92000000.0;261437578.0;479166;815.0;283.0;0;663.0;1000.0;723.0;55.0;1901;8.0;Good
1893;1894;107.0;2.0;UK;2800000.0;;80958;310.0;154.0;7000;503.0;264.0;139.0;108.0;673;7.6;Good
4276;4277;116.0;2.0;USA;2000000.0;3335839.0;54657;222.0;118.0;0;453.0;24000.0;23000.0;2000.0;50313;7.0;Good
2839;2840;109.0;0.0;USA;13000000.0;61693523.0;6276;55.0;63.0;16000;36.0;3000.0;3000.0;579.0;7833;6.8;Good
1460;1461;101.0;0.0;USA;35000000.0;25863915.0;28257;151.0;211.0;11000;357.0;907.0;445.0;374.0;2471;5.1;Fair
408;409;140.0;4.0;USA;90000000.0;111544445.0;188116;415.0;81.0;0;12000.0;10000.0;660.0;619.0;11951;7.3;Good
515;516;108.0;1.0;France;81200000.0;1339152.0;28276;64.0;119.0;31000;54.0;12000.0;11000.0;6000.0;30230;7.8;Good
1350;1351;94.0;1.0;USA;30000000.0;71038190.0;23473;123.0;76.0;8000;99.0;598.0;557.0;377.0;3552;4.4;Fair
658;659;119.0;2.0;USA;65000000.0;115731542.0;151812;556.0;153.0;0;0.0;15000.0;793.0;744.0;17768;6.5;Good
4813;4814;89.0;0.0;France;6000000.0;12843.0;27297;131.0;279.0;0;33.0;470.0;378.0;118.0;1233;6.1;Good
4570;4571;119.0;0.0;USA;1000000.0;798341.0;983;63.0;12.0;100;13.0;957.0;81.0;25.0;1107;7.2;Good
1558;1559;87.0;1.0;France;32000000.0;43095600.0;156267;340.0;163.0;0;255.0;26000.0;1000.0;810.0;29050;6.3;Good
2336;2337;107.0;1.0;USA;20000000.0;305070.0;3843;25.0;9.0;399;58.0;699.0;533.0;324.0;1592;6.4;Good
941;942;107.0;2.0;USA;50000000.0;126088877.0;33354;110.0;177.0;10000;43.0;12000.0;919.0;569.0;14569;6.6;Good
3651;3652;111.0;0.0;France;5300000.0;3895664.0;34383;149.0;88.0;0;82.0;809.0;447.0;269.0;1858;7.3;Good
938;939;112.0;2.0;USA;50000000.0;191616238.0;258186;322.0;330.0;24000;97.0;17000.0;920.0;584.0;19428;7.1;Good
381;382;114.0;2.0;Germany;92000000.0;26871.0;121259;361.0;142.0;0;12000.0;11000.0;577.0;307.0;12499;7.0;Good
1060;1061;115.0;0.0;Soviet Union;1000000.0;;54057;236.0;144.0;0;0.0;29.0;29.0;12.0;95;8.1;Excellent
3628;3629;84.0;2.0;USA;;1028337.0;3413;78.0;61.0;29;5.0;944.0;257.0;152.0;1407;6.4;Good
4914;4915;106.0;0.0;USA;200000.0;1111.0;771;10.0;11.0;246;15.0;2.0;0.0;0.0;2;7.7;Good
854;855;111.0;0.0;USA;30000000.0;70098138.0;735784;2105.0;354.0;13000;16000.0;926.0;890.0;640.0;3983;8.1;Excellent
1006;1007;60.0;2.0;USA;;;7945;22.0;4.0;915;;629.0;512.0;398.0;2758;7.5;Good
1666;1667;79.0;0.0;USA;30000000.0;31743332.0;111117;245.0;263.0;13000;30.0;940.0;271.0;265.0;1594;7.1;Good
501;502;106.0;1.0;USA;70000000.0;17473245.0;47612;348.0;145.0;995;14.0;2.0;0.0;0.0;2;5.7;Fair
3971;3972;152.0;2.0;USA;3800000.0;14873.0;5294;67.0;53.0;251;541.0;773.0;575.0;288.0;2888;6.8;Good
2606;2607;118.0;0.0;UK;15000000.0;138795342.0;503631;636.0;479.0;64000;0.0;14000.0;1000.0;520.0;15732;8.0;Good
4230;4231;120.0;5.0;USA;2300000.0;12985267.0;4977;63.0;11.0;13000;16.0;2000.0;848.0;835.0;6752;5.9;Fair
399;400;116.0;4.0;USA;85000000.0;183405771.0;402645;845.0;186.0;0;0.0;11000.0;1000.0;471.0;13028;7.8;Good
175;176;135.0;0.0;USA;150000000.0;134518390.0;326286;643.0;354.0;0;255.0;3000.0;1000.0;882.0;5811;6.8;Good
2820;2821;97.0;1.0;USA;12000000.0;56631572.0;123390;248.0;88.0;0;143.0;927.0;281.0;201.0;1724;6.8;Good
4722;4723;122.0;0.0;USA;500000.0;33451479.0;17068;215.0;50.0;0;589.0;848.0;153.0;150.0;1164;6.5;Good
451;452;138.0;0.0;USA;80000000.0;127968405.0;786092;964.0;490.0;53000;17000.0;29000.0;223.0;163.0;29585;8.1;Excellent
4937;4938;72.0;0.0;USA;150000.0;4914.0;123;2.0;5.0;215;0.0;0.0;0.0;0.0;0;7.0;Good
489;490;117.0;2.0;USA;;27779888.0;55913;182.0;95.0;0;93.0;12000.0;1000.0;904.0;14831;6.9;Good
4398;4399;111.0;2.0;USA;1650000.0;2580.0;1618;40.0;22.0;63;1000.0;2000.0;163.0;127.0;2564;5.4;Fair
1731;1732;110.0;0.0;Italy;30000000.0;;14618;108.0;56.0;447;59.0;1000.0;794.0;24.0;1831;6.7;Good
1770;1771;104.0;2.0;USA;28000000.0;43097652.0;59068;128.0;171.0;0;96.0;943.0;763.0;559.0;3497;6.3;Good
3724;3725;129.0;1.0;USA;5000000.0;;10564;161.0;74.0;0;24.0;977.0;485.0;157.0;2014;6.7;Good
2066;2067;98.0;2.0;USA;23000000.0;12782508.0;20163;71.0;45.0;1000;4.0;29000.0;22000.0;11000.0;63194;6.7;Good
4455;4456;91.0;0.0;USA;1400000.0;;330;6.0;4.0;223;58.0;847.0;147.0;69.0;1159;6.9;Good
1680;1681;104.0;1.0;USA;30000000.0;21800302.0;12164;63.0;63.0;491;30.0;1000.0;962.0;635.0;4462;5.5;Fair
4023;4024;80.0;0.0;France;8000000.0;77413017.0;45984;331.0;169.0;0;10.0;11000.0;108.0;34.0;11218;7.6;Good
4885;4886;83.0;0.0;USA;240000.0;;110;1.0;2.0;72;12.0;1000.0;185.0;29.0;1244;6.5;Good
2123;2124;105.0;1.0;USA;22000000.0;1796024.0;34985;135.0;138.0;0;43.0;22000.0;14000.0;827.0;37766;5.4;Fair
4174;4175;66.0;0.0;Spain;2600000.0;38108.0;40878;124.0;173.0;0;76.0;123.0;76.0;36.0;239;7.2;Good
498;499;177.0;1.0;USA;80000000.0;17593391.0;56403;376.0;79.0;0;0.0;766.0;674.0;582.0;4346;6.0;Fair
3411;3412;180.0;2.0;UK;;;2098;12.0;17.0;434;0.0;3000.0;2000.0;844.0;6343;7.2;Good
199;200;98.0;7.0;USA;127000000.0;113733726.0;67223;126.0;154.0;11000;189.0;49000.0;3000.0;1000.0;53587;6.2;Good
318;319;94.0;0.0;USA;84000000.0;17010646.0;40751;239.0;78.0;881;6.0;490.0;294.0;227.0;1195;2.2;Bad
4041;4042;99.0;0.0;USA;;2277396.0;29239;70.0;122.0;0;6.0;828.0;390.0;194.0;1936;7.2;Good
2565;2566;96.0;0.0;USA;16000000.0;15427192.0;11768;148.0;84.0;492;22.0;8000.0;2000.0;324.0;11078;5.6;Fair
4089;4090;82.0;1.0;USA;3000000.0;4142507.0;3665;81.0;48.0;131;0.0;472.0;324.0;51.0;858;4.4;Fair
4814;4815;84.0;0.0;Israel;450000.0;34151.0;186;3.0;23.0;111;0.0;3.0;;;3;7.2;Good
1074;1075;84.0;7.0;USA;48000000.0;110000082.0;111526;347.0;151.0;0;119.0;807.0;780.0;750.0;3629;5.5;Fair
1618;1619;118.0;1.0;USA;30000000.0;62877175.0;217507;325.0;253.0;0;89.0;15000.0;975.0;344.0;16758;7.2;Good
373;374;88.0;0.0;USA;90000000.0;75817994.0;32049;179.0;122.0;988;50.0;691.0;569.0;441.0;2622;4.9;Fair
4774;4775;108.0;2.0;USA;500000.0;;62;4.0;1.0;0;431.0;466.0;431.0;317.0;1628;5.7;Fair
181;182;92.0;0.0;USA;132000000.0;83348920.0;60230;118.0;153.0;11000;35.0;19000.0;411.0;179.0;19963;6.7;Good
3156;3157;104.0;0.0;USA;10000000.0;12514138.0;2801;28.0;16.0;1000;28.0;962.0;826.0;582.0;3871;7.4;Good
618;619;116.0;2.0;UK;35000000.0;25093607.0;105556;157.0;189.0;17000;5.0;26000.0;22000.0;748.0;49608;6.5;Good
698;699;141.0;1.0;USA;62000000.0;122012710.0;69663;133.0;42.0;0;176.0;11000.0;913.0;672.0;14178;6.9;Good
703;704;87.0;6.0;USA;62000000.0;32178777.0;43300;250.0;150.0;0;12.0;3000.0;966.0;645.0;6658;3.8;Bad
2460;2461;92.0;0.0;USA;;;436;6.0;15.0;378;662.0;662.0;290.0;161.0;1498;4.0;Bad
3096;3097;96.0;0.0;USA;10000000.0;63270259.0;111087;319.0;190.0;0;163.0;723.0;651.0;448.0;3492;5.9;Fair
2740;2741;97.0;0.0;UK;;122288.0;64777;201.0;195.0;0;197.0;13000.0;794.0;570.0;15293;6.4;Good
4764;4765;103.0;3.0;UK;;;26863;54.0;48.0;0;21.0;25000.0;766.0;680.0;26999;7.2;Good
4250;4251;100.0;0.0;USA;2000000.0;14673301.0;112899;631.0;533.0;45000;421.0;314.0;189.0;159.0;1062;6.9;Good
3565;3566;101.0;0.0;UK;6500000.0;4000304.0;145395;375.0;486.0;23000;0.0;13000.0;898.0;726.0;15230;7.3;Good
4075;4076;146.0;1.0;USA;3000000.0;;7998;81.0;42.0;808;174.0;556.0;422.0;125.0;1444;7.9;Good
1934;1935;87.0;3.0;USA;;30538669.0;60202;114.0;146.0;0;234.0;904.0;555.0;370.0;3850;5.7;Fair
2194;2195;110.0;1.0;USA;22000000.0;39263506.0;40469;135.0;165.0;0;119.0;1000.0;931.0;332.0;2382;6.1;Good
3887;3888;101.0;0.0;USA;4000000.0;44566004.0;321283;1848.0;265.0;17000;0.0;19000.0;13000.0;11.0;32015;7.8;Good
3746;3747;107.0;0.0;USA;5000000.0;12200000.0;7973;65.0;29.0;0;8.0;926.0;400.0;268.0;2383;6.3;Good
927;928;106.0;2.0;USA;50200000.0;62453315.0;200035;407.0;413.0;36000;53.0;13000.0;963.0;593.0;14607;7.1;Good
294;295;115.0;1.0;USA;100000000.0;101228120.0;84424;131.0;81.0;0;55.0;1000.0;773.0;383.0;3454;6.1;Good
4613;4614;94.0;1.0;UK;;;340;7.0;12.0;32;82.0;694.0;196.0;47.0;964;7.3;Good
4556;4557;96.0;0.0;USA;7500000.0;143492840.0;414345;881.0;387.0;10000;655.0;24000.0;3000.0;973.0;28817;7.5;Good
4852;4853;91.0;3.0;USA;250000.0;4186931.0;6041;85.0;71.0;169;132.0;400.0;286.0;225.0;1330;6.9;Good
4498;4499;112.0;1.0;Brazil;4000000.0;375723.0;7025;26.0;111.0;0;9.0;61.0;9.0;4.0;76;7.9;Good
3722;3723;77.0;1.0;USA;5000000.0;19421271.0;2448;18.0;28.0;122;0.0;2000.0;804.0;73.0;2908;5.0;Fair
720;721;92.0;1.0;USA;60000000.0;104148781.0;49486;116.0;81.0;886;41.0;1000.0;955.0;522.0;4050;5.5;Fair
654;655;140.0;0.0;USA;62000000.0;172071312.0;208817;296.0;159.0;5000;2000.0;15000.0;968.0;552.0;17171;7.6;Good
3930;3931;102.0;0.0;USA;4000000.0;2601847.0;22457;69.0;115.0;26000;330.0;48.0;0.0;0.0;48;8.5;Excellent
1566;1567;75.0;0.0;USA;32000000.0;3562749.0;5600;49.0;18.0;643;10.0;3000.0;2000.0;826.0;7394;6.9;Good
