,Page total likes,Type,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Total Interactions
1620,129600,Photo,2,7,1,12,0.0,3460,6503,541,482,2251,27771,14848,907,4,104.0,10.0,118
1621,129600,Photo,2,7,1,12,0.0,3460,6503,541,482,838,4404,2326,407,10,167.0,26.0,203
1622,129600,Photo,2,7,1,12,0.0,3460,6503,541,482,1014,5010,2818,459,9,152.0,41.0,202
1623,129600,Photo,2,7,1,12,0.0,3460,6503,541,482,1020,5936,3164,460,0,128.0,15.0,143
1624,129600,Photo,2,7,1,12,0.0,3460,6503,541,482,1237,18035,11120,636,13,234.0,43.0,290
1625,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,667,4371,2260,314,0,96.0,19.0,115
1626,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,731,4446,2598,355,1,98.0,19.0,118
1627,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,588,3342,1946,287,1,53.0,14.0,68
1628,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,795,6651,4212,383,4,71.0,10.0,85
1629,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,1097,20270,10208,563,6,194.0,34.0,234
1630,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,1033,5867,3404,516,6,226.0,42.0,274
1631,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,1419,42128,24224,977,10,755.0,58.0,823
1632,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,785,4760,2852,399,30,47.0,8.0,85
1633,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,1106,24010,12992,583,2,126.0,32.0,160
1634,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,2251,27771,14848,907,4,104.0,10.0,118
1635,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,838,4404,2326,407,10,167.0,26.0,203
1636,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,1014,5010,2818,459,9,152.0,41.0,202
1637,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,1020,5936,3164,460,0,128.0,15.0,143
1638,129600,Photo,3,7,1,6,0.0,3406,5656,571,512,1237,18035,11120,636,13,234.0,43.0,290
1639,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,667,4371,2260,314,0,96.0,19.0,115
1640,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,731,4446,2598,355,1,98.0,19.0,118
1641,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,588,3342,1946,287,1,53.0,14.0,68
1642,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,795,6651,4212,383,4,71.0,10.0,85
1643,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,1097,20270,10208,563,6,194.0,34.0,234
1644,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,1033,5867,3404,516,6,226.0,42.0,274
1645,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,1419,42128,24224,977,10,755.0,58.0,823
1646,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,785,4760,2852,399,30,47.0,8.0,85
1647,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,1106,24010,12992,583,2,126.0,32.0,160
1648,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,2251,27771,14848,907,4,104.0,10.0,118
1649,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,838,4404,2326,407,10,167.0,26.0,203
1650,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,1014,5010,2818,459,9,152.0,41.0,202
1651,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,1020,5936,3164,460,0,128.0,15.0,143
1652,129600,Photo,2,7,7,11,1.0,2602,4349,479,444,1237,18035,11120,636,13,234.0,43.0,290
1653,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,667,4371,2260,314,0,96.0,19.0,115
1654,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,731,4446,2598,355,1,98.0,19.0,118
1655,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,588,3342,1946,287,1,53.0,14.0,68
1656,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,795,6651,4212,383,4,71.0,10.0,85
1657,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,1097,20270,10208,563,6,194.0,34.0,234
1658,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,1033,5867,3404,516,6,226.0,42.0,274
1659,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,1419,42128,24224,977,10,755.0,58.0,823
1660,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,785,4760,2852,399,30,47.0,8.0,85
1661,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,1106,24010,12992,583,2,126.0,32.0,160
1662,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,2251,27771,14848,907,4,104.0,10.0,118
1663,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,838,4404,2326,407,10,167.0,26.0,203
1664,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,1014,5010,2818,459,9,152.0,41.0,202
1665,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,1020,5936,3164,460,0,128.0,15.0,143
1666,129600,Photo,1,7,7,6,1.0,5848,9068,622,570,1237,18035,11120,636,13,234.0,43.0,290
1667,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,667,4371,2260,314,0,96.0,19.0,115
1668,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,731,4446,2598,355,1,98.0,19.0,118
1669,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,588,3342,1946,287,1,53.0,14.0,68
1670,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,795,6651,4212,383,4,71.0,10.0,85
1671,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,1097,20270,10208,563,6,194.0,34.0,234
1672,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,1033,5867,3404,516,6,226.0,42.0,274
1673,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,1419,42128,24224,977,10,755.0,58.0,823
1674,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,785,4760,2852,399,30,47.0,8.0,85
1675,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,1106,24010,12992,583,2,126.0,32.0,160
1676,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,2251,27771,14848,907,4,104.0,10.0,118
1677,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,838,4404,2326,407,10,167.0,26.0,203
1678,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,1014,5010,2818,459,9,152.0,41.0,202
1679,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,1020,5936,3164,460,0,128.0,15.0,143
1680,129600,Photo,1,7,6,11,0.0,26944,43464,877,740,1237,18035,11120,636,13,234.0,43.0,290
1681,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,667,4371,2260,314,0,96.0,19.0,115
1682,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,731,4446,2598,355,1,98.0,19.0,118
1683,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,588,3342,1946,287,1,53.0,14.0,68
1684,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,795,6651,4212,383,4,71.0,10.0,85
1685,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,1097,20270,10208,563,6,194.0,34.0,234
1686,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,1033,5867,3404,516,6,226.0,42.0,274
1687,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,1419,42128,24224,977,10,755.0,58.0,823
1688,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,785,4760,2852,399,30,47.0,8.0,85
1689,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,1106,24010,12992,583,2,126.0,32.0,160
1690,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,2251,27771,14848,907,4,104.0,10.0,118
1691,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,838,4404,2326,407,10,167.0,26.0,203
1692,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,1014,5010,2818,459,9,152.0,41.0,202
1693,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,1020,5936,3164,460,0,128.0,15.0,143
1694,129600,Photo,3,7,6,5,0.0,5292,9321,756,646,1237,18035,11120,636,13,234.0,43.0,290
1695,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,667,4371,2260,314,0,96.0,19.0,115
1696,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,731,4446,2598,355,1,98.0,19.0,118
1697,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,588,3342,1946,287,1,53.0,14.0,68
1698,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,795,6651,4212,383,4,71.0,10.0,85
1699,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,1097,20270,10208,563,6,194.0,34.0,234
1700,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,1033,5867,3404,516,6,226.0,42.0,274
1701,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,1419,42128,24224,977,10,755.0,58.0,823
1702,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,785,4760,2852,399,30,47.0,8.0,85
1703,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,1106,24010,12992,583,2,126.0,32.0,160
1704,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,2251,27771,14848,907,4,104.0,10.0,118
1705,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,838,4404,2326,407,10,167.0,26.0,203
1706,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,1014,5010,2818,459,9,152.0,41.0,202
1707,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,1020,5936,3164,460,0,128.0,15.0,143
1708,129600,Photo,3,7,5,3,0.0,54256,82011,1620,963,1237,18035,11120,636,13,234.0,43.0,290
1709,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,667,4371,2260,314,0,96.0,19.0,115
1710,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,731,4446,2598,355,1,98.0,19.0,118
1711,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,588,3342,1946,287,1,53.0,14.0,68
1712,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,795,6651,4212,383,4,71.0,10.0,85
1713,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,1097,20270,10208,563,6,194.0,34.0,234
1714,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,1033,5867,3404,516,6,226.0,42.0,274
1715,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,1419,42128,24224,977,10,755.0,58.0,823
1716,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,785,4760,2852,399,30,47.0,8.0,85
1717,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,1106,24010,12992,583,2,126.0,32.0,160
1718,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,2251,27771,14848,907,4,104.0,10.0,118
1719,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,838,4404,2326,407,10,167.0,26.0,203
1720,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,1014,5010,2818,459,9,152.0,41.0,202
1721,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,1020,5936,3164,460,0,128.0,15.0,143
1722,129600,Photo,2,7,4,12,1.0,3726,6372,602,574,1237,18035,11120,636,13,234.0,43.0,290
1723,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,667,4371,2260,314,0,96.0,19.0,115
1724,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,731,4446,2598,355,1,98.0,19.0,118
1725,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,588,3342,1946,287,1,53.0,14.0,68
1726,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,795,6651,4212,383,4,71.0,10.0,85
1727,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,1097,20270,10208,563,6,194.0,34.0,234
1728,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,1033,5867,3404,516,6,226.0,42.0,274
1729,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,1419,42128,24224,977,10,755.0,58.0,823
1730,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,785,4760,2852,399,30,47.0,8.0,85
1731,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,1106,24010,12992,583,2,126.0,32.0,160
1732,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,2251,27771,14848,907,4,104.0,10.0,118
1733,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,838,4404,2326,407,10,167.0,26.0,203
1734,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,1014,5010,2818,459,9,152.0,41.0,202
1735,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,1020,5936,3164,460,0,128.0,15.0,143
1736,129600,Photo,1,7,4,6,1.0,31904,50539,863,770,1237,18035,11120,636,13,234.0,43.0,290
1737,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,667,4371,2260,314,0,96.0,19.0,115
1738,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,731,4446,2598,355,1,98.0,19.0,118
1739,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,588,3342,1946,287,1,53.0,14.0,68
1740,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,795,6651,4212,383,4,71.0,10.0,85
1741,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,1097,20270,10208,563,6,194.0,34.0,234
1742,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,1033,5867,3404,516,6,226.0,42.0,274
1743,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,1419,42128,24224,977,10,755.0,58.0,823
1744,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,785,4760,2852,399,30,47.0,8.0,85
1745,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,1106,24010,12992,583,2,126.0,32.0,160
1746,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,2251,27771,14848,907,4,104.0,10.0,118
1747,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,838,4404,2326,407,10,167.0,26.0,203
1748,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,1014,5010,2818,459,9,152.0,41.0,202
1749,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,1020,5936,3164,460,0,128.0,15.0,143
1750,129600,Photo,1,7,3,13,1.0,40336,65309,1407,1330,1237,18035,11120,636,13,234.0,43.0,290
1751,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,667,4371,2260,314,0,96.0,19.0,115
1752,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,731,4446,2598,355,1,98.0,19.0,118
1753,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,588,3342,1946,287,1,53.0,14.0,68
1754,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,795,6651,4212,383,4,71.0,10.0,85
1755,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,1097,20270,10208,563,6,194.0,34.0,234
1756,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,1033,5867,3404,516,6,226.0,42.0,274
1757,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,1419,42128,24224,977,10,755.0,58.0,823
1758,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,785,4760,2852,399,30,47.0,8.0,85
1759,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,1106,24010,12992,583,2,126.0,32.0,160
1760,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,2251,27771,14848,907,4,104.0,10.0,118
1761,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,838,4404,2326,407,10,167.0,26.0,203
1762,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,1014,5010,2818,459,9,152.0,41.0,202
1763,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,1020,5936,3164,460,0,128.0,15.0,143
1764,129600,Photo,2,7,3,1,0.0,4220,7774,685,597,1237,18035,11120,636,13,234.0,43.0,290
1765,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,667,4371,2260,314,0,96.0,19.0,115
1766,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,731,4446,2598,355,1,98.0,19.0,118
1767,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,588,3342,1946,287,1,53.0,14.0,68
1768,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,795,6651,4212,383,4,71.0,10.0,85
1769,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,1097,20270,10208,563,6,194.0,34.0,234
1770,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,1033,5867,3404,516,6,226.0,42.0,274
1771,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,1419,42128,24224,977,10,755.0,58.0,823
1772,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,785,4760,2852,399,30,47.0,8.0,85
1773,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,1106,24010,12992,583,2,126.0,32.0,160
1774,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,2251,27771,14848,907,4,104.0,10.0,118
1775,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,838,4404,2326,407,10,167.0,26.0,203
1776,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,1014,5010,2818,459,9,152.0,41.0,202
1777,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,1020,5936,3164,460,0,128.0,15.0,143
1778,129600,Photo,3,7,2,13,0.0,4666,8360,729,648,1237,18035,11120,636,13,234.0,43.0,290
1779,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,667,4371,2260,314,0,96.0,19.0,115
1780,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,731,4446,2598,355,1,98.0,19.0,118
1781,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,588,3342,1946,287,1,53.0,14.0,68
1782,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,795,6651,4212,383,4,71.0,10.0,85
1783,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,1097,20270,10208,563,6,194.0,34.0,234
1784,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,1033,5867,3404,516,6,226.0,42.0,274
1785,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,1419,42128,24224,977,10,755.0,58.0,823
1786,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,785,4760,2852,399,30,47.0,8.0,85
1787,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,1106,24010,12992,583,2,126.0,32.0,160
1788,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,2251,27771,14848,907,4,104.0,10.0,118
1789,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,838,4404,2326,407,10,167.0,26.0,203
1790,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,1014,5010,2818,459,9,152.0,41.0,202
1791,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,1020,5936,3164,460,0,128.0,15.0,143
1792,129600,Photo,2,7,2,7,1.0,4274,7948,701,638,1237,18035,11120,636,13,234.0,43.0,290
1793,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,667,4371,2260,314,0,96.0,19.0,115
1794,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,731,4446,2598,355,1,98.0,19.0,118
1795,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,588,3342,1946,287,1,53.0,14.0,68
1796,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,795,6651,4212,383,4,71.0,10.0,85
1797,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,1097,20270,10208,563,6,194.0,34.0,234
1798,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,1033,5867,3404,516,6,226.0,42.0,274
1799,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,1419,42128,24224,977,10,755.0,58.0,823
1800,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,785,4760,2852,399,30,47.0,8.0,85
1801,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,1106,24010,12992,583,2,126.0,32.0,160
1802,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,2251,27771,14848,907,4,104.0,10.0,118
1803,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,838,4404,2326,407,10,167.0,26.0,203
1804,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,1014,5010,2818,459,9,152.0,41.0,202
1805,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,1020,5936,3164,460,0,128.0,15.0,143
1806,129600,Photo,1,7,1,13,0.0,28208,41650,964,827,1237,18035,11120,636,13,234.0,43.0,290
1807,129600,Status,2,7,5,12,1.0,15576,27513,2417,2327,3098,19078,10840,1839,11,238.0,51.0,300
1808,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,652,3675,2196,307,2,61.0,16.0,79
1809,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,787,4606,2660,360,0,66.0,9.0,75
1810,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,1328,17365,12624,827,7,529.0,60.0,596
1811,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,652,3086,1846,328,3,42.0,10.0,55
1812,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,1236,8855,4712,471,2,75.0,24.0,101
1813,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,14974,7243,4040,490,26,162.0,7.0,195
1814,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,710,5005,2704,340,2,47.0,4.0,53
1815,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,2089,23679,17104,975,6,696.0,28.0,730
1816,128032,Photo,2,7,1,3,0.0,3330,5461,513,478,1641,40203,19968,708,7,215.0,47.0,269
1817,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,652,3675,2196,307,2,61.0,16.0,79
1818,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,787,4606,2660,360,0,66.0,9.0,75
1819,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,1328,17365,12624,827,7,529.0,60.0,596
1820,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,652,3086,1846,328,3,42.0,10.0,55
1821,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,1236,8855,4712,471,2,75.0,24.0,101
1822,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,14974,7243,4040,490,26,162.0,7.0,195
1823,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,710,5005,2704,340,2,47.0,4.0,53
1824,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,2089,23679,17104,975,6,696.0,28.0,730
1825,128032,Photo,2,7,7,11,1.0,3528,5918,550,513,1641,40203,19968,708,7,215.0,47.0,269
1826,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,652,3675,2196,307,2,61.0,16.0,79
1827,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,787,4606,2660,360,0,66.0,9.0,75
1828,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,1328,17365,12624,827,7,529.0,60.0,596
1829,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,652,3086,1846,328,3,42.0,10.0,55
1830,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,1236,8855,4712,471,2,75.0,24.0,101
1831,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,14974,7243,4040,490,26,162.0,7.0,195
1832,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,710,5005,2704,340,2,47.0,4.0,53
1833,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,2089,23679,17104,975,6,696.0,28.0,730
1834,128032,Photo,3,7,7,3,0.0,38576,55398,1355,890,1641,40203,19968,708,7,215.0,47.0,269
1835,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,652,3675,2196,307,2,61.0,16.0,79
1836,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,787,4606,2660,360,0,66.0,9.0,75
1837,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,1328,17365,12624,827,7,529.0,60.0,596
1838,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,652,3086,1846,328,3,42.0,10.0,55
1839,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,1236,8855,4712,471,2,75.0,24.0,101
1840,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,14974,7243,4040,490,26,162.0,7.0,195
1841,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,710,5005,2704,340,2,47.0,4.0,53
1842,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,2089,23679,17104,975,6,696.0,28.0,730
1843,128032,Photo,3,7,6,13,1.0,2628,4264,528,503,1641,40203,19968,708,7,215.0,47.0,269
1844,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,652,3675,2196,307,2,61.0,16.0,79
1845,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,787,4606,2660,360,0,66.0,9.0,75
1846,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,1328,17365,12624,827,7,529.0,60.0,596
1847,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,652,3086,1846,328,3,42.0,10.0,55
1848,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,1236,8855,4712,471,2,75.0,24.0,101
1849,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,14974,7243,4040,490,26,162.0,7.0,195
1850,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,710,5005,2704,340,2,47.0,4.0,53
1851,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,2089,23679,17104,975,6,696.0,28.0,730
1852,128032,Photo,1,7,6,3,0.0,7232,12735,758,700,1641,40203,19968,708,7,215.0,47.0,269
1853,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,652,3675,2196,307,2,61.0,16.0,79
1854,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,787,4606,2660,360,0,66.0,9.0,75
1855,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,1328,17365,12624,827,7,529.0,60.0,596
1856,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,652,3086,1846,328,3,42.0,10.0,55
1857,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,1236,8855,4712,471,2,75.0,24.0,101
1858,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,14974,7243,4040,490,26,162.0,7.0,195
1859,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,710,5005,2704,340,2,47.0,4.0,53
1860,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,2089,23679,17104,975,6,696.0,28.0,730
1861,128032,Photo,1,7,5,3,0.0,6408,11881,909,861,1641,40203,19968,708,7,215.0,47.0,269
1862,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,652,3675,2196,307,2,61.0,16.0,79
1863,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,787,4606,2660,360,0,66.0,9.0,75
1864,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,1328,17365,12624,827,7,529.0,60.0,596
1865,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,652,3086,1846,328,3,42.0,10.0,55
1866,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,1236,8855,4712,471,2,75.0,24.0,101
1867,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,14974,7243,4040,490,26,162.0,7.0,195
1868,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,710,5005,2704,340,2,47.0,4.0,53
1869,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,2089,23679,17104,975,6,696.0,28.0,730
1870,128032,Photo,1,7,4,9,1.0,3414,6050,515,493,1641,40203,19968,708,7,215.0,47.0,269
1871,128032,Photo,2,7,4,5,1.0,53056,65260,2003,1412,652,3675,2196,307,2,61.0,16.0,79
